indentifier;dataset_title;theme;keywords;issued;modified;frequency;distribution_title;mediaType;accessURL
https://datos.madrid.es/egob/catalogo/300736-0-tasa-residuos;Parque Tecnológico de Valdemingómez (PTV): caracterizaciones de residuos tasa municipal;http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Residuos, Valdemingómez, tasa municipal residuos, gestión residuos, caracterizaciones;2024-12-30T15:41:08.000000;2024-12-30T15:41:28.000000;anual;2024;text/csv;https://datos.madrid.es/egob/catalogo/300736-0-tasa-residuos.csv
https://datos.madrid.es/egob/catalogo/300736-0-tasa-residuos;Parque Tecnológico de Valdemingómez (PTV): caracterizaciones de residuos tasa municipal;http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Residuos, Valdemingómez, tasa municipal residuos, gestión residuos, caracterizaciones;2024-12-30T15:41:08.000000;2024-12-30T15:41:28.000000;anual;2024;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300736-1-tasa-residuos.xlsx
https://datos.madrid.es/egob/catalogo/300729-0-evaluación-unidades-distritales;Evaluación de las Unidades Distritales de Colaboración (UDC);http://datos.gob.es/kos/sector-publico/sector/sector-publico;Unidades Distritales de Colaboración, evaluación, ciudadanía, actuaciones, estudio;2024-12-17T12:28:55.000000;2024-12-18T12:30:40.000000;anual;Evaluación del conocimiento de las UDC 2024;text/csv;https://datos.madrid.es/egob/catalogo/300729-0-evaluación-unidades-distritales.csv
https://datos.madrid.es/egob/catalogo/300729-0-evaluación-unidades-distritales;Evaluación de las Unidades Distritales de Colaboración (UDC);http://datos.gob.es/kos/sector-publico/sector/sector-publico;Unidades Distritales de Colaboración, evaluación, ciudadanía, actuaciones, estudio;2024-12-17T12:28:55.000000;2024-12-18T12:30:40.000000;anual;Evaluación del conocimiento de las UDC 2024;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300729-1-evaluación-unidades-distritales.xlsx
https://datos.madrid.es/egob/catalogo/300729-0-evaluación-unidades-distritales;Evaluación de las Unidades Distritales de Colaboración (UDC);http://datos.gob.es/kos/sector-publico/sector/sector-publico;Unidades Distritales de Colaboración, evaluación, ciudadanía, actuaciones, estudio;2024-12-17T12:28:55.000000;2024-12-18T12:30:40.000000;anual;Evaluación de las actuaciones de las UDC 2024;text/csv;https://datos.madrid.es/egob/catalogo/300729-2-evaluación-unidades-distritales.csv
https://datos.madrid.es/egob/catalogo/300729-0-evaluación-unidades-distritales;Evaluación de las Unidades Distritales de Colaboración (UDC);http://datos.gob.es/kos/sector-publico/sector/sector-publico;Unidades Distritales de Colaboración, evaluación, ciudadanía, actuaciones, estudio;2024-12-17T12:28:55.000000;2024-12-18T12:30:40.000000;anual;Evaluación de las actuaciones de las UDC 2024;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300729-3-evaluación-unidades-distritales.xlsx
https://datos.madrid.es/egob/catalogo/300726-0-encuesta-datos-abiertos-Madrid;Encuesta de uso del Portal de Datos Abiertos del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/sector-publico;encuesta, datos abiertos, Madrid;2024-12-04T11:18:49.000000;2024-12-04T11:19:02.000000;;Encuesta 2024;text/csv;https://datos.madrid.es/egob/catalogo/300726-0-encuesta-datos-abiertos-Madrid.csv
https://datos.madrid.es/egob/catalogo/300726-0-encuesta-datos-abiertos-Madrid;Encuesta de uso del Portal de Datos Abiertos del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/sector-publico;encuesta, datos abiertos, Madrid;2024-12-04T11:18:49.000000;2024-12-04T11:19:02.000000;;Encuesta 2024;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300726-1-encuesta-datos-abiertos-Madrid.xlsx
https://datos.madrid.es/egob/catalogo/300725-0-codigo-buenas-prácticas;Código de buenas prácticas del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/sector-publico;;2024-11-29T09:16:13.000000;2024-12-10T12:11:40.000000;;Código de buenas prácticas del Ayuntamiento de Madrid;text/csv;https://datos.madrid.es/egob/catalogo/300725-0-codigo-buenas-prácticas.csv
https://datos.madrid.es/egob/catalogo/300725-0-codigo-buenas-prácticas;Código de buenas prácticas del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/sector-publico;;2024-11-29T09:16:13.000000;2024-12-10T12:11:40.000000;;Código de buenas prácticas del Ayuntamiento de Madrid;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300725-1-codigo-buenas-prácticas.xlsx
https://datos.madrid.es/egob/catalogo/300724-0-Seccionado-censal-mapas;Seccionado censal;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Seccionado, censal, límite, administrativo;2024-11-26T00:00:00.000000;2024-11-26T00:00:00.000000;;Límites administrativos (ESRI.REST);application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300724-12621499-Seccionado-censal-mapas.xls
https://datos.madrid.es/egob/catalogo/300724-0-Seccionado-censal-mapas;Seccionado censal;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Seccionado, censal, límite, administrativo;2024-11-26T00:00:00.000000;2024-11-26T00:00:00.000000;;Seccionado censal (KML);application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300724-12600124-Seccionado-censal-mapas.xls
https://datos.madrid.es/egob/catalogo/300724-0-Seccionado-censal-mapas;Seccionado censal;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Seccionado, censal, límite, administrativo;2024-11-26T00:00:00.000000;2024-11-26T00:00:00.000000;;Seccionado censal histórico (XLS);application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300724-12600123-Seccionado-censal-mapas.xls
https://datos.madrid.es/egob/catalogo/300724-0-Seccionado-censal-mapas;Seccionado censal;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Seccionado, censal, límite, administrativo;2024-11-26T00:00:00.000000;2024-11-26T00:00:00.000000;;Seccionado censal (JSON);application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300724-12600126-Seccionado-censal-mapas.xls
https://datos.madrid.es/egob/catalogo/300723-0-carriles-mapas;Número de carriles por calles;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Circulación, número de carriles, calles, ;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;anual;Número de carriles por calles (SHP);application/octet-stream;https://datos.madrid.es/egob/catalogo/300723-12598797-carriles-mapas.shp
https://datos.madrid.es/egob/catalogo/300723-0-carriles-mapas;Número de carriles por calles;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Circulación, número de carriles, calles, ;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;anual;Número de carriles por calles (WMS);application/octet-stream;https://datos.madrid.es/egob/catalogo/300723-12598794-carriles-mapas.shp
https://datos.madrid.es/egob/catalogo/300722-0-ancho-viario-mapas;Modelo tridimensional de edificaciones de la cartografía base municipal;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Cartografía actualizada, edificios, modelo 3D;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Modelo tridimensional de edificaciones de la cartografía base municipal (SHP);application/octet-stream;https://datos.madrid.es/egob/catalogo/300722-12598605-ancho-viario-mapas.shp
https://datos.madrid.es/egob/catalogo/300721-0-satélite-mapas;Imagen de satélite actualizada;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Cubierta terrestre, satélite, ortoimagen, imagen actualizada;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Imagen de satélite actualizada (WMS);text/xml;https://datos.madrid.es/egob/catalogo/300721-12598467-satélite-mapas.wms
https://datos.madrid.es/egob/catalogo/300720-0-cuencas-vertientes-mapas;Cuencas vertientes a cada estación regeneradora de aguas residuales (ERAR);http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Cuencas, vertientes, ERAR, Áreas, Sistemas, Depuradoras, Estaciones Regeneradoras, ríos, arroyos;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Cuencas vertientes a cada estación regeneradora de aguas residuales (ERAR)(ESRI.REST);application/octet-stream;https://datos.madrid.es/egob/catalogo/300720-12621721-cuencas-vertientes-mapas.shp
https://datos.madrid.es/egob/catalogo/300720-0-cuencas-vertientes-mapas;Cuencas vertientes a cada estación regeneradora de aguas residuales (ERAR);http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Cuencas, vertientes, ERAR, Áreas, Sistemas, Depuradoras, Estaciones Regeneradoras, ríos, arroyos;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Cuencas vertientes a cada estación regeneradora de aguas residuales (ERAR) (WMS);application/octet-stream;https://datos.madrid.es/egob/catalogo/300720-12598022-cuencas-vertientes-mapas.shp
https://datos.madrid.es/egob/catalogo/300720-0-cuencas-vertientes-mapas;Cuencas vertientes a cada estación regeneradora de aguas residuales (ERAR);http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Cuencas, vertientes, ERAR, Áreas, Sistemas, Depuradoras, Estaciones Regeneradoras, ríos, arroyos;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Cuencas vertientes a cada estación regeneradora de aguas residuales (ERAR)(SHP);application/octet-stream;https://datos.madrid.es/egob/catalogo/300720-12598029-cuencas-vertientes-mapas.shp
https://datos.madrid.es/egob/catalogo/300719-0-manzanero-mapas;Cartografía actualizada. Manzanero.;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Cubierta terrestre, manzanero, cartografía actualizada, parcelas, manzanas, cartobase;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Cartografía actualizada. Manzanero. (WMS);application/octet-stream;https://datos.madrid.es/egob/catalogo/300719-12593454-manzanero-mapas.shp
https://datos.madrid.es/egob/catalogo/300719-0-manzanero-mapas;Cartografía actualizada. Manzanero.;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Cubierta terrestre, manzanero, cartografía actualizada, parcelas, manzanas, cartobase;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Cartografía actualizada. Manzanero. (SHP);application/octet-stream;https://datos.madrid.es/egob/catalogo/300719-12593455-manzanero-mapas.shp
https://datos.madrid.es/egob/catalogo/300717-0-cultural-bien-mapas;Bien de interés cultural/patrimonial (BIC/BIP);http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Uso del suelo, bien cultural, bien patrimonial;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;;Bien de interes cultural/patrimonial (BIC/BIP) (WMS);application/octet-stream;https://datos.madrid.es/egob/catalogo/300717-12593074-cultural-bien-mapas.shp
https://datos.madrid.es/egob/catalogo/300716-0-anemómetro-mapas-viento;Anemómetros externos en vía pública de fuentes y túneles;http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Fuentes, túnel, anemómetro, viento, aire;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;diaria;Anemómetros externos en vía pública de fuentes y túneles (WMS);application/octet-stream;https://datos.madrid.es/egob/catalogo/300716-12592764-anemómetro-mapas-viento.shp
https://datos.madrid.es/egob/catalogo/300716-0-anemómetro-mapas-viento;Anemómetros externos en vía pública de fuentes y túneles;http://datos.gob.es/kos/sector-publico/sector/medio-ambiente;Fuentes, túnel, anemómetro, viento, aire;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;diaria; Anemómetros externos en vía pública de fuentes y túneles (SHP);application/octet-stream;https://datos.madrid.es/egob/catalogo/300716-12592766-anemómetro-mapas-viento.shp
https://datos.madrid.es/egob/catalogo/300715-0-ancho-viario-mapas;Ancho medio de viario;http://datos.gob.es/kos/sector-publico/sector/urbanismo-infraestructuras;Cubierta terrestre, viario, ancho medio, indicador;2024-11-22T00:00:00.000000;2024-11-22T00:00:00.000000;mensual;Ancho medio diario (WMS);text/xml;https://datos.madrid.es/egob/catalogo/300715-12592716-ancho-viario-mapas.wms
https://datos.madrid.es/egob/catalogo/300709-0-estudio-mayores-amigable;Estudio de percepción de la ciudad de Madrid por parte de las personas mayores 2024;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;estudio, percepción, Madrid, mayores, ciudades amigables;2024-10-24T09:03:37.000000;2024-10-24T09:06:34.000000;;Cuestionario sobre espacios al aire libre y viviendas;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300709-3-estudio-mayores-amigable.xlsx
https://datos.madrid.es/egob/catalogo/300709-0-estudio-mayores-amigable;Estudio de percepción de la ciudad de Madrid por parte de las personas mayores 2024;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;estudio, percepción, Madrid, mayores, ciudades amigables;2024-10-24T09:03:37.000000;2024-10-24T09:06:34.000000;;Cuestionario sobre entorno social;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300709-4-estudio-mayores-amigable.xlsx
https://datos.madrid.es/egob/catalogo/300709-0-estudio-mayores-amigable;Estudio de percepción de la ciudad de Madrid por parte de las personas mayores 2024;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;estudio, percepción, Madrid, mayores, ciudades amigables;2024-10-24T09:03:37.000000;2024-10-24T09:06:34.000000;;Cuestionario sobre servicios;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300709-5-estudio-mayores-amigable.xlsx
https://datos.madrid.es/egob/catalogo/300708-0-encuesta-laboratorio-salud;Encuesta de satisfacción realizada entre las personas que utilizan los servicios analíticos del Laboratorio Municipal de Salud Pública 2023;http://datos.gob.es/kos/sector-publico/sector/salud;alimentos, aguas, estupefacientes, ensayos acreditados, seguridad alimentaria;2024-10-17T13:39:57.000000;2024-10-17T13:40:39.000000;anual;Encuesta 2023. Resultados de la encuesta;text/csv;https://datos.madrid.es/egob/catalogo/300708-0-encuesta-laboratorio-salud.csv
https://datos.madrid.es/egob/catalogo/300708-0-encuesta-laboratorio-salud;Encuesta de satisfacción realizada entre las personas que utilizan los servicios analíticos del Laboratorio Municipal de Salud Pública 2023;http://datos.gob.es/kos/sector-publico/sector/salud;alimentos, aguas, estupefacientes, ensayos acreditados, seguridad alimentaria;2024-10-17T13:39:57.000000;2024-10-17T13:40:39.000000;anual;Encuesta 2023. Resultados de la encuesta;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300708-1-encuesta-laboratorio-salud.xlsx
https://datos.madrid.es/egob/catalogo/300708-0-encuesta-laboratorio-salud;Encuesta de satisfacción realizada entre las personas que utilizan los servicios analíticos del Laboratorio Municipal de Salud Pública 2023;http://datos.gob.es/kos/sector-publico/sector/salud;alimentos, aguas, estupefacientes, ensayos acreditados, seguridad alimentaria;2024-10-17T13:39:57.000000;2024-10-17T13:40:39.000000;anual;Encuesta 2023. Diseño de registro;text/csv;https://datos.madrid.es/egob/catalogo/300708-2-encuesta-laboratorio-salud.csv
https://datos.madrid.es/egob/catalogo/300708-0-encuesta-laboratorio-salud;Encuesta de satisfacción realizada entre las personas que utilizan los servicios analíticos del Laboratorio Municipal de Salud Pública 2023;http://datos.gob.es/kos/sector-publico/sector/salud;alimentos, aguas, estupefacientes, ensayos acreditados, seguridad alimentaria;2024-10-17T13:39:57.000000;2024-10-17T13:40:39.000000;anual;Encuesta 2023. Diseño de registro;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300708-3-encuesta-laboratorio-salud.xlsx
https://datos.madrid.es/egob/catalogo/300707-0-satisfacción, música, danza;Encuesta de satisfacción de las personas usuarias de la Red de Escuelas de Música y Danza;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;calidad, profesorado, dotación, escuelas, estructura, enseñanza, música, danza, escuelas municipales;2024-09-13T11:32:40.000000;2024-09-13T11:32:47.000000;anual;Curso 2022/2023;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300707-0-satisfacción, música, danza.xlsx
https://datos.madrid.es/egob/catalogo/300706-0-participación ciudadana;Miembros y colaboradores de la comunidad The Participatory Group;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;participación ciudadana, innovación, buenas prácticas, procesos participativos;2024-09-09T14:53:32.000000;2024-09-09T14:53:40.000000;;"""The Participatory Group""";text/csv;https://datos.madrid.es/egob/catalogo/300706-0-participación ciudadana.csv
https://datos.madrid.es/egob/catalogo/300703-0-satisfaccion-PEF;Estudio de satisfacción de personas usuarias de los Puntos de Encuentro Familiar (PEF);http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;encuesta, satisfacción, puntos de encuentro familiar, PEF;2024-08-07T17:03:52.000000;2024-08-07T17:04:00.000000;anual;2023;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300703-0-satisfaccion-PEF.xlsx
https://datos.madrid.es/egob/catalogo/300702-0-satisfacción-archivo-villa;Estudio de satisfacción de las personas usuarias del Archivo de Villa;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;archivo, calidad, cultura, encuesta, Madrid, patrimonio, satisfacción, servicios, usuarias, villa;2024-08-07T16:46:38.000000;2024-10-14T08:23:01.000000;anual;2023;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300702-0-satisfacción-archivo-villa.xlsx
https://datos.madrid.es/egob/catalogo/300702-0-satisfacción-archivo-villa;Estudio de satisfacción de las personas usuarias del Archivo de Villa;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;archivo, calidad, cultura, encuesta, Madrid, patrimonio, satisfacción, servicios, usuarias, villa;2024-08-07T16:46:38.000000;2024-10-14T08:23:01.000000;anual;2023;text/csv;https://datos.madrid.es/egob/catalogo/300702-1-satisfacción-archivo-villa.csv
https://datos.madrid.es/egob/catalogo/300701-0-empleo-oep;Ofertas de Empleo Público del Ayuntamiento de Madrid y sus organismos autónomos;http://datos.gob.es/kos/sector-publico/sector/empleo;oferta empleo público, oep, oposiciones, funcionario, trabajo, administración, selección;2024-08-05T14:16:00.000000;2024-12-20T12:17:39.000000;anual;Oferta de empleo público desde 2018;text/csv;https://datos.madrid.es/egob/catalogo/300701-0-empleo-oep.csv
https://datos.madrid.es/egob/catalogo/300701-0-empleo-oep;Ofertas de Empleo Público del Ayuntamiento de Madrid y sus organismos autónomos;http://datos.gob.es/kos/sector-publico/sector/empleo;oferta empleo público, oep, oposiciones, funcionario, trabajo, administración, selección;2024-08-05T14:16:00.000000;2024-12-20T12:17:39.000000;anual;Oferta de empleo público desde 2018;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300701-1-empleo-oep.xlsx
https://datos.madrid.es/egob/catalogo/300698-0-evaluación-plan-formación;Evaluación del Plan de Formación del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/empleo;evaluación, formación, Escuela Madrid Talento;2024-06-10T12:36:33.000000;2024-08-26T12:55:34.000000;anual;Evaluación del Plan de Formación 2023;text/csv;https://datos.madrid.es/egob/catalogo/300698-0-evaluación-plan-formación.csv
https://datos.madrid.es/egob/catalogo/300698-0-evaluación-plan-formación;Evaluación del Plan de Formación del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/empleo;evaluación, formación, Escuela Madrid Talento;2024-06-10T12:36:33.000000;2024-08-26T12:55:34.000000;anual;Evaluación del Plan de Formación 2023;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300698-1-evaluación-plan-formación.xlsx
https://datos.madrid.es/egob/catalogo/300696-0-ejecución-plan-formación;Ejecución del plan de formación del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/empleo;ejecución, formación, Escuela Madrid Talento;2024-06-10T10:26:13.000000;2024-12-12T12:23:18.000000;;Ejecución del Plan de Formación 2024;text/csv;https://datos.madrid.es/egob/catalogo/300696-0-ejecución-plan-formación.csv
https://datos.madrid.es/egob/catalogo/300696-0-ejecución-plan-formación;Ejecución del plan de formación del Ayuntamiento de Madrid;http://datos.gob.es/kos/sector-publico/sector/empleo;ejecución, formación, Escuela Madrid Talento;2024-06-10T10:26:13.000000;2024-12-12T12:23:18.000000;;Ejecución del Plan de Formación 2024;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300696-1-ejecución-plan-formación.xlsx
https://datos.madrid.es/egob/catalogo/300694-0-viviendas-turisticas-geoportal;Viviendas de uso turístico con licencia;http://datos.gob.es/kos/sector-publico/sector/vivienda;viviendas turísticas, geoportal, licencia;2024-06-11T00:00:00.000000;2024-06-11T00:00:00.000000;;Listado de viviendas de uso turístico con licencia (csv);text/csv;https://datos.madrid.es/egob/catalogo/300694-12386129-viviendas-turisticas-geoportal.csv
https://datos.madrid.es/egob/catalogo/300694-0-viviendas-turisticas-geoportal;Viviendas de uso turístico con licencia;http://datos.gob.es/kos/sector-publico/sector/vivienda;viviendas turísticas, geoportal, licencia;2024-06-11T00:00:00.000000;2024-06-11T00:00:00.000000;;Listado de viviendas de uso turístico con licencia (SHP);text/csv;https://datos.madrid.es/egob/catalogo/300694-12387987-viviendas-turisticas-geoportal.csv
https://datos.madrid.es/egob/catalogo/300688-0-investigacion-acompa-social;Proyecto de investigación de acompañamiento social;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;Investigación de Inclusión Social, Investigación en colaboración con el Ministerio de Inclusión social, Familias Vulnerables con menores a cargo.;2024-05-20T15:34:37.000000;2024-05-24T13:54:02.000000;;Participación y su trazabilidad;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300688-0-investigacion-acompa-social.xlsx
https://datos.madrid.es/egob/catalogo/300688-0-investigacion-acompa-social;Proyecto de investigación de acompañamiento social;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;Investigación de Inclusión Social, Investigación en colaboración con el Ministerio de Inclusión social, Familias Vulnerables con menores a cargo.;2024-05-20T15:34:37.000000;2024-05-24T13:54:02.000000;; Resultados de la evaluación;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300688-1-investigacion-acompa-social.xlsx
https://datos.madrid.es/egob/catalogo/300688-0-investigacion-acompa-social;Proyecto de investigación de acompañamiento social;http://datos.gob.es/kos/sector-publico/sector/sociedad-bienestar;Investigación de Inclusión Social, Investigación en colaboración con el Ministerio de Inclusión social, Familias Vulnerables con menores a cargo.;2024-05-20T15:34:37.000000;2024-05-24T13:54:02.000000;;Programa sociolaboral realizado por la Agencia para el Empleo;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300688-2-investigacion-acompa-social.xlsx
https://datos.madrid.es/egob/catalogo/300687-0-plantilla-estabilizacion;Plantilla municipal: procesos selectivos de estabilización;http://datos.gob.es/kos/sector-publico/sector/sector-publico;procesos de estabilización, empleo público, procesos selectivos;2024-05-20T13:34:09.000000;2025-01-02T13:48:12.000000;mensual;Procesos de estabilización;text/csv;https://datos.madrid.es/egob/catalogo/300687-0-plantilla-estabilizacion.csv
https://datos.madrid.es/egob/catalogo/300687-0-plantilla-estabilizacion;Plantilla municipal: procesos selectivos de estabilización;http://datos.gob.es/kos/sector-publico/sector/sector-publico;procesos de estabilización, empleo público, procesos selectivos;2024-05-20T13:34:09.000000;2025-01-02T13:48:12.000000;mensual;Procesos de estabilización;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300687-1-plantilla-estabilizacion.xlsx
https://datos.madrid.es/egob/catalogo/300686-0-plantilla-sa-p-p;Plantilla municipal: situaciones administrativas, permisos y premios;http://datos.gob.es/kos/sector-publico/sector/sector-publico;situaciones administrativas, permisos, premios, empleo público;2024-05-20T10:55:24.000000;2024-05-20T10:56:32.000000;anual;Situaciones administrativas;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300686-0-plantilla-sa-p-p.xlsx
https://datos.madrid.es/egob/catalogo/300686-0-plantilla-sa-p-p;Plantilla municipal: situaciones administrativas, permisos y premios;http://datos.gob.es/kos/sector-publico/sector/sector-publico;situaciones administrativas, permisos, premios, empleo público;2024-05-20T10:55:24.000000;2024-05-20T10:56:32.000000;anual;Permisos;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300686-1-plantilla-sa-p-p.xlsx
https://datos.madrid.es/egob/catalogo/300686-0-plantilla-sa-p-p;Plantilla municipal: situaciones administrativas, permisos y premios;http://datos.gob.es/kos/sector-publico/sector/sector-publico;situaciones administrativas, permisos, premios, empleo público;2024-05-20T10:55:24.000000;2024-05-20T10:56:32.000000;anual;Premios;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300686-2-plantilla-sa-p-p.xlsx
https://datos.madrid.es/egob/catalogo/300685-0-empleo-mentoring;Mentoring;http://datos.gob.es/kos/sector-publico/sector/empleo;mentoring, mentores, mentorizados, mentees;2024-07-30T12:11:11.000000;2024-07-30T13:06:11.000000;;Mentores;text/csv;https://datos.madrid.es/egob/catalogo/300685-0-empleo-mentoring.csv
https://datos.madrid.es/egob/catalogo/300685-0-empleo-mentoring;Mentoring;http://datos.gob.es/kos/sector-publico/sector/empleo;mentoring, mentores, mentorizados, mentees;2024-07-30T12:11:11.000000;2024-07-30T13:06:11.000000;;Mentores;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300685-1-empleo-mentoring.xlsx
https://datos.madrid.es/egob/catalogo/300685-0-empleo-mentoring;Mentoring;http://datos.gob.es/kos/sector-publico/sector/empleo;mentoring, mentores, mentorizados, mentees;2024-07-30T12:11:11.000000;2024-07-30T13:06:11.000000;;Mentees (mentorizados);text/csv;https://datos.madrid.es/egob/catalogo/300685-2-empleo-mentoring.csv
https://datos.madrid.es/egob/catalogo/300685-0-empleo-mentoring;Mentoring;http://datos.gob.es/kos/sector-publico/sector/empleo;mentoring, mentores, mentorizados, mentees;2024-07-30T12:11:11.000000;2024-07-30T13:06:11.000000;;Mentees (mentorizados);application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300685-3-empleo-mentoring.xlsx
https://datos.madrid.es/egob/catalogo/300683-0-estudio-museos-exposiciones;Estudio de satisfacción de las personas usuarias de los museos y exposiciones municipales;http://datos.gob.es/kos/sector-publico/sector/cultura-ocio;servicios públicos, sondeos, encuestas, cultura;2024-05-17T12:27:56.000000;2024-05-23T10:44:10.000000;anual;2023;text/csv;https://datos.madrid.es/egob/catalogo/300683-0-estudio-museos-exposiciones.csv
https://datos.madrid.es/egob/catalogo/300683-0-estudio-museos-exposiciones;Estudio de satisfacción de las personas usuarias de los museos y exposiciones municipales;http://datos.gob.es/kos/sector-publico/sector/cultura-ocio;servicios públicos, sondeos, encuestas, cultura;2024-05-17T12:27:56.000000;2024-05-23T10:44:10.000000;anual;2023;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300683-1-estudio-museos-exposiciones.xlsx
https://datos.madrid.es/egob/catalogo/300681-0-adicciones, CAD, tratamiento;Madrid Salud. Personas en tratamiento en los centros de atención a las adicciones (CAD);http://datos.gob.es/kos/sector-publico/sector/salud;tratamiento, adicciones, distritos, CAD, centros, reingresos;2024-04-29T13:21:01.000000;2024-08-28T10:39:01.000000;anual;2024. Por centro;text/csv;https://datos.madrid.es/egob/catalogo/300681-24-adicciones, CAD, tratamiento.csv
https://datos.madrid.es/egob/catalogo/300681-0-adicciones, CAD, tratamiento;Madrid Salud. Personas en tratamiento en los centros de atención a las adicciones (CAD);http://datos.gob.es/kos/sector-publico/sector/salud;tratamiento, adicciones, distritos, CAD, centros, reingresos;2024-04-29T13:21:01.000000;2024-08-28T10:39:01.000000;anual;2024. Por centro;application/vnd.ms-excel;https://datos.madrid.es/egob/catalogo/300681-25-adicciones, CAD, tratamiento.xlsx
